Sample	Seq	Sample_Seq	Resolution	PathName	Path	sample	idx	categ	ours_idx
HG03098	haplotype1-0000029	HG03098_haplotype1-0000029	UNPLACED	haplotype1_unused_utig4-1037	utig4-1037+	HG03098	677	match	3213
HG03098	haplotype1-0000030	HG03098_haplotype1-0000030	UNPLACED	haplotype1_unused_utig4-1038	utig4-1038+	HG03098	678	match	3343
HG03098	haplotype1-0000031	HG03098_haplotype1-0000031	UNPLACED	haplotype1_unused_utig4-1039	utig4-1039+	HG03098	679	match	1732
HG03098	haplotype1-0000032	HG03098_haplotype1-0000032	UNPLACED	haplotype1_unused_utig4-1040	utig4-1040+	HG03098	680	match	2313
HG03098	haplotype1-0000033	HG03098_haplotype1-0000033	UNPLACED	haplotype1_unused_utig4-1041	utig4-1041+	HG03098	681	match	1791
HG03098	haplotype1-0000034	HG03098_haplotype1-0000034	UNPLACED	haplotype1_unused_utig4-1042	utig4-1042+	HG03098	682	match	2721
HG03098	haplotype1-0000035	HG03098_haplotype1-0000035	UNPLACED	haplotype1_unused_utig4-1043	utig4-1043+	HG03098	683	match	185
HG03098	haplotype1-0000036	HG03098_haplotype1-0000036	UNPLACED	haplotype1_unused_utig4-1249	utig4-1249+	HG03098	684	match	2214
HG03098	haplotype1-0000037	HG03098_haplotype1-0000037	UNPLACED	haplotype1_unused_utig4-1250	utig4-1250+	HG03098	685	match	527
HG03098	haplotype1-0000038	HG03098_haplotype1-0000038	UNPLACED	haplotype1_unused_utig4-1251	utig4-1251+	HG03098	686	match	216
HG03098	haplotype1-0000039	HG03098_haplotype1-0000039	UNPLACED	haplotype1_unused_utig4-1252	utig4-1252+	HG03098	687	match	2130
HG03098	haplotype1-0000040	HG03098_haplotype1-0000040	UNPLACED	haplotype1_unused_utig4-1253	utig4-1253+	HG03098	688	match	1648
HG03098	haplotype1-0000041	HG03098_haplotype1-0000041	UNPLACED	haplotype1_unused_utig4-1254	utig4-1254+	HG03098	689	match	2553
HG03098	haplotype1-0000042	HG03098_haplotype1-0000042	UNPLACED	haplotype1_unused_utig4-1255	utig4-1255+	HG03098	690	match	3914
HG03098	haplotype1-0000043	HG03098_haplotype1-0000043	UNPLACED	haplotype1_unused_utig4-1257	utig4-1257+	HG03098	691	match	2679
HG03098	haplotype1-0000044	HG03098_haplotype1-0000044	UNPLACED	haplotype1_unused_utig4-1260	utig4-1260+	HG03098	692	match	726
HG03098	haplotype1-0000045	HG03098_haplotype1-0000045	UNPLACED	haplotype1_unused_utig4-1261	utig4-1261+	HG03098	693	match	3776
HG03098	haplotype1-0000046	HG03098_haplotype1-0000046	UNPLACED	haplotype1_unused_utig4-1262	utig4-1262+	HG03098	694	match	59
HG03098	haplotype1-0000047	HG03098_haplotype1-0000047	UNPLACED	haplotype1_unused_utig4-1263	utig4-1263+	HG03098	695	match	2445
HG03098	haplotype1-0000048	HG03098_haplotype1-0000048	UNPLACED	haplotype1_unused_utig4-1264	utig4-1264+	HG03098	696	match	557
HG03098	haplotype1-0000049	HG03098_haplotype1-0000049	UNPLACED	haplotype1_unused_utig4-1267	utig4-1267+	HG03098	697	match	20
HG03098	haplotype1-0000050	HG03098_haplotype1-0000050	UNPLACED	haplotype1_unused_utig4-1270	utig4-1270+	HG03098	698	match	2181
HG03098	haplotype1-0000051	HG03098_haplotype1-0000051	UNPLACED	haplotype1_unused_utig4-1297	utig4-1297+	HG03098	699	match	1612
HG03098	haplotype1-0000052	HG03098_haplotype1-0000052	UNPLACED	haplotype1_unused_utig4-1298	utig4-1298+	HG03098	700	match	294
HG03098	haplotype1-0000055	HG03098_haplotype1-0000055	UNPLACED	haplotype1_unused_utig4-1340	utig4-1340+	HG03098	701	match	1657
HG03098	haplotype1-0000056	HG03098_haplotype1-0000056	UNPLACED	haplotype1_unused_utig4-1341	utig4-1341+	HG03098	702	match	990
HG03098	haplotype1-0000057	HG03098_haplotype1-0000057	UNPLACED	haplotype1_unused_utig4-1342	utig4-1342+	HG03098	703	match	1790
HG03098	haplotype1-0000058	HG03098_haplotype1-0000058	UNPLACED	haplotype1_unused_utig4-1343	utig4-1343+	HG03098	704	match	674
HG03098	haplotype1-0000059	HG03098_haplotype1-0000059	UNPLACED	haplotype1_unused_utig4-1344	utig4-1344+	HG03098	705	match	1261
HG03098	haplotype1-0000060	HG03098_haplotype1-0000060	UNPLACED	haplotype1_unused_utig4-1345	utig4-1345+	HG03098	706	match	2737
HG03098	haplotype1-0000061	HG03098_haplotype1-0000061	UNPLACED	haplotype1_unused_utig4-1346	utig4-1346+	HG03098	707	match	1382
HG03098	haplotype1-0000062	HG03098_haplotype1-0000062	UNPLACED	haplotype1_unused_utig4-1347	utig4-1347+	HG03098	708	match	1215
HG03098	haplotype1-0000063	HG03098_haplotype1-0000063	UNPLACED	haplotype1_unused_utig4-1349	utig4-1349+	HG03098	709	match	1142
HG03098	haplotype1-0000064	HG03098_haplotype1-0000064	UNPLACED	haplotype1_unused_utig4-1386	utig4-1386+	HG03098	710	match	1698
HG03098	haplotype1-0000068	HG03098_haplotype1-0000068	UNPLACED	haplotype1_unused_utig4-1472	utig4-1472+	HG03098	711	match	3047
HG03098	haplotype1-0000069	HG03098_haplotype1-0000069	UNPLACED	haplotype1_unused_utig4-1473	utig4-1473+	HG03098	712	match	275
HG03098	haplotype1-0000070	HG03098_haplotype1-0000070	UNPLACED	haplotype1_unused_utig4-1474	utig4-1474+	HG03098	713	match	1265
HG03098	haplotype1-0000071	HG03098_haplotype1-0000071	UNPLACED	haplotype1_unused_utig4-1475	utig4-1475+	HG03098	714	match	2392
HG03098	haplotype1-0000072	HG03098_haplotype1-0000072	UNPLACED	haplotype1_unused_utig4-1476	utig4-1476+	HG03098	715	match	303
HG03098	haplotype1-0000083	HG03098_haplotype1-0000083	UNPLACED	haplotype1_unused_utig4-1951	utig4-1951+	HG03098	716	match	679
HG03098	haplotype2-0000091	HG03098_haplotype2-0000091	UNPLACED	haplotype2_from_utig4-1447	utig4-1447+	HG03098	717	match	3496
HG03098	unassigned-0000441	HG03098_unassigned-0000441	UNPLACED_Cmpnt	na_unused_utig4-1247	utig4-1247+	HG03098	718	no-match	-1
HG03130	haplotype1-0000005	HG03130_haplotype1-0000005	UNPLACED	haplotype1_from_utig4-1617	utig4-1617+	HG03130	719	match	2060
HG03130	haplotype1-0000006	HG03130_haplotype1-0000006	SCAFFOLD	haplotype1_from_utig4-1618	utig4-271+,[N100000N:scaffold],utig4-1388+,utig4-1391+,utig4-1392+,utig4-2340-,[N5000N:ambig_path],utig4-1618-	HG03130	720	match	179
HG03130	haplotype1-0000027	HG03130_haplotype1-0000027	UNPLACED	haplotype1_from_utig4-919	utig4-919+	HG03130	721	match	3596
HG03130	haplotype2-0000110	HG03130_haplotype2-0000110	SCAFFOLD	haplotype2_from_utig4-656	utig4-656+	HG03130	722	match	1754
HG03130	haplotype2-0000124	HG03130_haplotype2-0000124	UNPLACED	haplotype2_unused_utig4-1389	utig4-1389+	HG03130	723	match	496
HG03130	haplotype2-0000125	HG03130_haplotype2-0000125	UNPLACED	haplotype2_unused_utig4-1390	utig4-1390+	HG03130	724	match	2549
HG03130	haplotype2-0000134	HG03130_haplotype2-0000134	UNPLACED	haplotype2_unused_utig4-2341	utig4-2341+	HG03130	725	match	1933
HG03130	unassigned-0000514	HG03130_unassigned-0000514	UNPLACED	na_unused_utig4-212	utig4-212+	HG03130	726	match	1748
HG03130	unassigned-0000516	HG03130_unassigned-0000516	UNPLACED	na_unused_utig4-213	utig4-213+	HG03130	727	match	41
HG03130	unassigned-0000517	HG03130_unassigned-0000517	UNPLACED	na_unused_utig4-214	utig4-214+	HG03130	728	match	3505
HG03130	unassigned-0000520	HG03130_unassigned-0000520	UNPLACED	na_unused_utig4-215	utig4-215+	HG03130	729	match	3276
HG03130	unassigned-0000521	HG03130_unassigned-0000521	UNPLACED	na_unused_utig4-216	utig4-216+	HG03130	730	match	307
HG03130	unassigned-0000556	HG03130_unassigned-0000556	UNPLACED	na_unused_utig4-2388	utig4-2388+	HG03130	731	match	998
HG03130	unassigned-0000557	HG03130_unassigned-0000557	UNPLACED	na_unused_utig4-2389	utig4-2389+	HG03130	732	match	84
HG03130	unassigned-0000558	HG03130_unassigned-0000558	UNPLACED	na_unused_utig4-2390	utig4-2390+	HG03130	733	match	3476
HG03130	unassigned-0000574	HG03130_unassigned-0000574	UNPLACED	na_unused_utig4-2457	utig4-2457+	HG03130	734	match	3733
HG03130	unassigned-0000591	HG03130_unassigned-0000591	UNPLACED_Cmpnt	na_unused_utig4-2528	utig4-2528+	HG03130	735	no-match	-1
HG03130	unassigned-0000861	HG03130_unassigned-0000861	UNPLACED	na_unused_utig4-677	utig4-677+	HG03130	736	match	1803
HG03130	unassigned-0000862	HG03130_unassigned-0000862	UNPLACED	na_unused_utig4-678	utig4-678+	HG03130	737	match	2098
HG03130	unassigned-0000863	HG03130_unassigned-0000863	UNPLACED	na_unused_utig4-679	utig4-679+	HG03130	738	match	2629
HG03130	unassigned-0000864	HG03130_unassigned-0000864	UNPLACED	na_unused_utig4-680	utig4-680+	HG03130	739	match	829
HG03130	unassigned-0000964	HG03130_unassigned-0000964	UNPLACED	na_unused_utig4-918	utig4-918+	HG03130	740	match	2735
HG03130	unassigned-0000966	HG03130_unassigned-0000966	UNPLACED	na_unused_utig4-920	utig4-920+	HG03130	741	match	2386
HG03130	unassigned-0000967	HG03130_unassigned-0000967	UNPLACED	na_unused_utig4-921	utig4-921+	HG03130	742	match	1409
HG03139	haplotype1-0000013	HG03139_haplotype1-0000013	SCAFFOLD	haplotype1_from_utig4-680	utig4-679+,utig4-680+,utig4-974+,utig4-632-,utig4-631+	HG03139	743	match	206
HG03139	haplotype2-0000332	HG03139_haplotype2-0000332	UNPLACED	haplotype2_unused_utig4-681	utig4-681+	HG03139	744	match	837
HG03209	haplotype1-0000002	HG03209_haplotype1-0000002	SCAFFOLD	haplotype1_from_utig4-1023	utig4-362+,utig4-363+,utig4-365+,utig4-1023+,[N5000N:ambig_path],utig4-169-,[N118423N:tangle],utig4-170+	HG03209	745	match	2471
HG03209	haplotype1-0000008	HG03209_haplotype1-0000008	UNPLACED	haplotype1_from_utig4-364	utig4-364+,[N1000N:alt-utig4-363],utig4-107-,utig4-30+,utig4-366-	HG03209	746	match	1902
HG03209	haplotype2-0000194	HG03209_haplotype2-0000194	UNPLACED	haplotype2_from_utig4-29	utig4-1024+,utig4-52-,utig4-31-,utig4-28-,utig4-29+,utig4-366-	HG03209	747	match	1689
HG03209	haplotype2-0000215	HG03209_haplotype2-0000215	UNPLACED	haplotype2_unused_utig4-1025	utig4-1025+	HG03209	748	match	559
HG03209	haplotype2-0000216	HG03209_haplotype2-0000216	UNPLACED	haplotype2_unused_utig4-1026	utig4-1026+	HG03209	749	match	1692
HG03209	haplotype2-0000232	HG03209_haplotype2-0000232	UNPLACED	haplotype2_unused_utig4-1091	utig4-1091+	HG03209	750	match	1024
HG03209	haplotype2-0000233	HG03209_haplotype2-0000233	SCAFFOLD	haplotype2_unused_utig4-1092	utig4-1092+	HG03209	751	match	680
HG03209	haplotype2-0000247	HG03209_haplotype2-0000247	UNPLACED	haplotype2_unused_utig4-167	utig4-167+	HG03209	752	match	1667
HG03209	haplotype2-0000248	HG03209_haplotype2-0000248	UNPLACED	haplotype2_unused_utig4-168	utig4-168+	HG03209	753	match	1481
HG03209	haplotype2-0000249	HG03209_haplotype2-0000249	UNPLACED	haplotype2_unused_utig4-171	utig4-171+	HG03209	754	match	407
HG03209	haplotype2-0000250	HG03209_haplotype2-0000250	UNPLACED	haplotype2_unused_utig4-172	utig4-172+	HG03209	755	match	1483
HG03209	unassigned-0000298	HG03209_unassigned-0000298	UNPLACED_Cmpnt	na_unused_utig4-1015	utig4-1015+	HG03209	756	no-match	-1
HG03209	unassigned-0000300	HG03209_unassigned-0000300	UNPLACED	na_unused_utig4-1027	utig4-1027+	HG03209	757	match	575
HG03209	unassigned-0000369	HG03209_unassigned-0000369	UNPLACED	na_unused_utig4-32	utig4-32+	HG03209	758	match	246
HG03209	unassigned-0000401	HG03209_unassigned-0000401	UNPLACED	na_unused_utig4-51	utig4-51+	HG03209	759	match	2923
HG03225	haplotype1-0000015	HG03225_haplotype1-0000015	SCAFFOLD	haplotype1_from_utig4-623	utig4-623+	HG03225	760	match	1076
HG03471	haplotype1-0000006	HG03471_haplotype1-0000006	SCAFFOLD	haplotype1_from_utig4-1288	utig4-1286+,utig4-1288+	HG03471	761	match	1257
HG03492	pat-0000828	HG03492_pat-0000828	SCAFFOLD	pat_from_utig4-1202	utig4-1202+,utig4-1988+	HG03492	762	match	3583
HG03492	pat-0000829	HG03492_pat-0000829	SCAFFOLD	pat_from_utig4-1211	utig4-1212-,utig4-1209-,[N5000N:ambig_path],utig4-1211+,utig4-2092-	HG03492	763	match	1997
HG03492	pat-0000921	HG03492_pat-0000921	UNPLACED	pat_unused_utig4-1210	utig4-1210+	HG03492	764	match	938
HG03492	pat-0001058	HG03492_pat-0001058	UNPLACED	pat_unused_utig4-1975	utig4-1975+	HG03492	765	match	692
HG03521	haplotype1-0000022	HG03521_haplotype1-0000022	SCAFFOLD	haplotype1_from_utig4-603	utig4-123+,[N272563N:tangle],utig4-603+,utig4-1440-,[N32137N:scaffold],utig4-560+	HG03521	766	match	3515
HG03521	haplotype2-0000125	HG03521_haplotype2-0000125	UNPLACED	haplotype2_unused_utig4-1441	utig4-1441+	HG03521	767	match	1187
HG03521	haplotype2-0000188	HG03521_haplotype2-0000188	UNPLACED	haplotype2_unused_utig4-561	utig4-561+	HG03521	768	match	364
HG03521	haplotype2-0000189	HG03521_haplotype2-0000189	UNPLACED	haplotype2_unused_utig4-562	utig4-562+	HG03521	769	match	529
HG03521	haplotype2-0000192	HG03521_haplotype2-0000192	UNPLACED	haplotype2_unused_utig4-581	utig4-581+	HG03521	770	match	2635
HG03521	haplotype2-0000193	HG03521_haplotype2-0000193	UNPLACED	haplotype2_unused_utig4-582	utig4-582+	HG03521	771	match	2374
HG03521	haplotype2-0000194	HG03521_haplotype2-0000194	UNPLACED	haplotype2_unused_utig4-583	utig4-583+	HG03521	772	match	1900
HG03521	haplotype2-0000198	HG03521_haplotype2-0000198	UNPLACED	haplotype2_unused_utig4-602	utig4-602+	HG03521	773	match	2700
HG03521	haplotype2-0000199	HG03521_haplotype2-0000199	UNPLACED	haplotype2_unused_utig4-604	utig4-604+	HG03521	774	match	141
HG03521	haplotype2-0000200	HG03521_haplotype2-0000200	UNPLACED	haplotype2_unused_utig4-605	utig4-605+	HG03521	775	match	2268
HG03521	haplotype2-0000201	HG03521_haplotype2-0000201	UNPLACED	haplotype2_unused_utig4-606	utig4-606+	HG03521	776	match	1203
HG03521	haplotype2-0000202	HG03521_haplotype2-0000202	UNPLACED	haplotype2_unused_utig4-607	utig4-607+	HG03521	777	match	2830
HG03579	haplotype1-0000023	HG03579_haplotype1-0000023	SCAFFOLD	haplotype1_from_utig4-622	utig4-622+	HG03579	778	match	2304
HG03654	haplotype1-0000012	HG03654_haplotype1-0000012	SCAFFOLD	haplotype1_from_utig4-1659	utig4-840-,utig4-838+,utig4-841+,utig4-1658-,[N1000N:ambig_bubble],utig4-1195-,[N5000N:ambig_path],utig4-1659+,utig4-2516-,[N5000N:ambig_path],utig4-2550-,utig4-2511-,utig4-2512+,utig4-1845-,utig4-1843+,utig4-1846+,utig4-2484+	HG03654	779	match	3085
HG03654	haplotype2-0000100	HG03654_haplotype2-0000100	UNPLACED	haplotype2_from_utig4-842	utig4-839-,utig4-838+,utig4-842+	HG03654	780	no-match	-1
HG03654	haplotype2-0000103	HG03654_haplotype2-0000103	UNPLACED	haplotype2_unused_utig4-1196	utig4-1196+	HG03654	781	match	3890
HG03654	haplotype2-0000104	HG03654_haplotype2-0000104	UNPLACED	haplotype2_unused_utig4-1197	utig4-1197+	HG03654	782	match	1035
HG03654	haplotype2-0000105	HG03654_haplotype2-0000105	UNPLACED	haplotype2_unused_utig4-1198	utig4-1198+	HG03654	783	match	2755
HG03654	haplotype2-0000131	HG03654_haplotype2-0000131	UNPLACED	haplotype2_unused_utig4-1844	utig4-1844+	HG03654	784	match	1028
HG03654	haplotype2-0000201	HG03654_haplotype2-0000201	UNPLACED	haplotype2_unused_utig4-2513	utig4-2513+	HG03654	785	match	1635
HG03654	haplotype2-0000202	HG03654_haplotype2-0000202	UNPLACED	haplotype2_unused_utig4-2514	utig4-2514+	HG03654	786	match	892
HG03654	haplotype2-0000203	HG03654_haplotype2-0000203	UNPLACED	haplotype2_unused_utig4-2515	utig4-2515+	HG03654	787	match	944
HG03654	haplotype2-0000204	HG03654_haplotype2-0000204	UNPLACED	haplotype2_unused_utig4-2517	utig4-2517+	HG03654	788	match	841
HG03688	haplotype1-0000013	HG03688_haplotype1-0000013	SCAFFOLD	haplotype1_from_utig4-359	utig4-620+,utig4-1716-,utig4-360-,utig4-358-,utig4-359+,utig4-2054+,utig4-2123+	HG03688	789	match	824
HG03688	haplotype2-0000128	HG03688_haplotype2-0000128	UNPLACED	haplotype2_from_utig4-2009	utig4-2009+,[N5000N:ambig_path],utig4-2055+	HG03688	790	match	3151
HG03710	haplotype1-0000009	HG03710_haplotype1-0000009	SCAFFOLD	haplotype1_from_utig4-2032	utig4-2106-,[N133211N:tangle],utig4-2033-,utig4-2030-,[N5000N:ambig_path],utig4-2032+	HG03710	791	match	111
HG03710	haplotype2-0000095	HG03710_haplotype2-0000095	UNPLACED	haplotype2_unused_utig4-2031	utig4-2031+	HG03710	792	match	906
HG03710	haplotype2-0000100	HG03710_haplotype2-0000100	UNPLACED	haplotype2_unused_utig4-2088	utig4-2088+	HG03710	793	match	2440
HG03710	haplotype2-0000101	HG03710_haplotype2-0000101	UNPLACED	haplotype2_unused_utig4-2089	utig4-2089+	HG03710	794	match	1848
HG03710	haplotype2-0000102	HG03710_haplotype2-0000102	UNPLACED	haplotype2_unused_utig4-2090	utig4-2090+	HG03710	795	match	2044
HG03710	haplotype2-0000103	HG03710_haplotype2-0000103	UNPLACED	haplotype2_unused_utig4-2091	utig4-2091+	HG03710	796	match	2177
HG03710	haplotype2-0000104	HG03710_haplotype2-0000104	UNPLACED	haplotype2_unused_utig4-2105	utig4-2105+	HG03710	797	match	2576
HG03742	haplotype1-0000022	HG03742_haplotype1-0000022	SCAFFOLD	haplotype1_from_utig4-2124	utig4-614-,utig4-613+,[N5000N:ambig_path],utig4-615+,utig4-1260-,[N5000N:ambig_path],utig4-11-,[N406606N:tangle],utig4-2124+	HG03742	798	match	3426
HG03742	haplotype2-0000092	HG03742_haplotype2-0000092	UNPLACED	haplotype2_unused_utig4-10	utig4-10+	HG03742	799	match	91
HG03742	haplotype2-0000093	HG03742_haplotype2-0000093	UNPLACED	haplotype2_unused_utig4-1261	utig4-1261+	HG03742	800	match	3083
HG03742	haplotype2-0000108	HG03742_haplotype2-0000108	UNPLACED	haplotype2_unused_utig4-1996	utig4-1996+	HG03742	801	match	1036
HG03742	haplotype2-0000109	HG03742_haplotype2-0000109	UNPLACED	haplotype2_unused_utig4-2001	utig4-2001+	HG03742	802	match	103
HG03742	haplotype2-0000115	HG03742_haplotype2-0000115	UNPLACED	haplotype2_unused_utig4-2079	utig4-2079+	HG03742	803	match	882
HG03742	haplotype2-0000116	HG03742_haplotype2-0000116	UNPLACED	haplotype2_unused_utig4-2080	utig4-2080+	HG03742	804	match	2569
HG03742	haplotype2-0000117	HG03742_haplotype2-0000117	UNPLACED	haplotype2_unused_utig4-2081	utig4-2081+	HG03742	805	match	1510
HG03742	haplotype2-0000122	HG03742_haplotype2-0000122	UNPLACED	haplotype2_unused_utig4-2123	utig4-2123+	HG03742	806	match	1861
HG03742	haplotype2-0000142	HG03742_haplotype2-0000142	UNPLACED	haplotype2_unused_utig4-616	utig4-616+	HG03742	807	match	1195
HG03742	haplotype2-0000143	HG03742_haplotype2-0000143	UNPLACED	haplotype2_unused_utig4-617	utig4-617+	HG03742	808	match	1818
HG03742	haplotype2-0000144	HG03742_haplotype2-0000144	UNPLACED	haplotype2_unused_utig4-618	utig4-618+	HG03742	809	match	3362
HG03742	haplotype2-0000146	HG03742_haplotype2-0000146	UNPLACED	haplotype2_unused_utig4-7	utig4-7+	HG03742	810	match	192
HG03742	haplotype2-0000147	HG03742_haplotype2-0000147	UNPLACED	haplotype2_unused_utig4-8	utig4-8+	HG03742	811	match	3302
HG03742	haplotype2-0000148	HG03742_haplotype2-0000148	UNPLACED	haplotype2_unused_utig4-9	utig4-9+	HG03742	812	match	373
HG03742	unassigned-0000579	HG03742_unassigned-0000579	UNPLACED_Cmpnt	na_unused_utig4-50	utig4-50+	HG03742	813	no-match	-1
HG03942	pat-0000808	HG03942_pat-0000808	UNPLACED	pat_from_utig4-2704	utig4-2704+	HG03942	814	match	1770
HG03942	pat-0000809	HG03942_pat-0000809	UNPLACED	pat_from_utig4-2705	utig4-2705+	HG03942	815	match	3822
HG03942	pat-0000810	HG03942_pat-0000810	UNPLACED	pat_from_utig4-2707	utig4-2707+	HG03942	816	match	2023
HG03942	pat-0000811	HG03942_pat-0000811	SCAFFOLD	pat_from_utig4-2763	utig4-2703+,utig4-2706+,utig4-2761-,[N5000N:ambig_path],utig4-2763+	HG03942	817	match	1977
HG03942	pat-0000813	HG03942_pat-0000813	SCAFFOLD	pat_from_utig4-2943	utig4-2943+	HG03942	818	match	2237
HG03942	pat-0000909	HG03942_pat-0000909	UNPLACED	pat_unused_utig4-2762	utig4-2762+	HG03942	819	match	121
HG04115	pat-0001036	HG04115_pat-0001036	SCAFFOLD	pat_from_utig4-1677	utig4-1677+,[N919568N:tangle],utig4-3401+,[N5000N:ambig_path],utig4-888-,utig4-890+	HG04115	820	match	232
HG04115	pat-0001064	HG04115_pat-0001064	UNPLACED	pat_unused_utig4-1165	utig4-1165+	HG04115	821	match	1700
HG04115	pat-0001065	HG04115_pat-0001065	UNPLACED	pat_unused_utig4-1166	utig4-1166+	HG04115	822	match	585
HG04115	pat-0001066	HG04115_pat-0001066	UNPLACED	pat_unused_utig4-1167	utig4-1167+	HG04115	823	match	1762
HG04115	pat-0001067	HG04115_pat-0001067	UNPLACED	pat_unused_utig4-1168	utig4-1168+	HG04115	824	match	2183
HG04115	pat-0001068	HG04115_pat-0001068	UNPLACED	pat_unused_utig4-1169	utig4-1169+	HG04115	825	match	1609
HG04115	pat-0001069	HG04115_pat-0001069	UNPLACED	pat_unused_utig4-1170	utig4-1170+	HG04115	826	match	1293
HG04115	pat-0001070	HG04115_pat-0001070	UNPLACED	pat_unused_utig4-1171	utig4-1171+	HG04115	827	match	2191
HG04115	pat-0001103	HG04115_pat-0001103	UNPLACED	pat_unused_utig4-1680	utig4-1680+	HG04115	828	match	1159
HG04115	pat-0001133	HG04115_pat-0001133	UNPLACED	pat_unused_utig4-2970	utig4-2970+	HG04115	829	match	1096
HG04115	pat-0001134	HG04115_pat-0001134	UNPLACED	pat_unused_utig4-2971	utig4-2971+	HG04115	830	match	1303
HG04115	pat-0001147	HG04115_pat-0001147	UNPLACED	pat_unused_utig4-3271	utig4-3271+	HG04115	831	match	100
HG04115	pat-0001148	HG04115_pat-0001148	UNPLACED	pat_unused_utig4-3272	utig4-3272+	HG04115	832	match	1330
HG04115	pat-0001149	HG04115_pat-0001149	UNPLACED	pat_unused_utig4-3273	utig4-3273+	HG04115	833	match	954
HG04115	pat-0001150	HG04115_pat-0001150	UNPLACED	pat_unused_utig4-3274	utig4-3274+	HG04115	834	match	145
HG04115	pat-0001152	HG04115_pat-0001152	UNPLACED	pat_unused_utig4-3290	utig4-3290+	HG04115	835	match	1048
HG04115	pat-0001153	HG04115_pat-0001153	UNPLACED	pat_unused_utig4-3291	utig4-3291+	HG04115	836	match	1905
HG04115	pat-0001154	HG04115_pat-0001154	UNPLACED	pat_unused_utig4-3292	utig4-3292+	HG04115	837	match	878
HG04115	pat-0001157	HG04115_pat-0001157	UNPLACED	pat_unused_utig4-3400	utig4-3400+	HG04115	838	match	412
HG04115	pat-0001206	HG04115_pat-0001206	UNPLACED	pat_unused_utig4-783	utig4-783+	HG04115	839	match	1192
HG04115	pat-0001207	HG04115_pat-0001207	UNPLACED	pat_unused_utig4-784	utig4-784+	HG04115	840	match	572
HG04115	pat-0001208	HG04115_pat-0001208	UNPLACED	pat_unused_utig4-785	utig4-785+	HG04115	841	match	66
HG04115	pat-0001209	HG04115_pat-0001209	UNPLACED	pat_unused_utig4-786	utig4-786+	HG04115	842	match	320
HG04115	pat-0001210	HG04115_pat-0001210	UNPLACED	pat_unused_utig4-787	utig4-787+	HG04115	843	match	1768
HG04115	pat-0001211	HG04115_pat-0001211	UNPLACED	pat_unused_utig4-825	utig4-825+	HG04115	844	match	1943
HG04115	pat-0001212	HG04115_pat-0001212	UNPLACED	pat_unused_utig4-826	utig4-826+	HG04115	845	match	1813
HG04115	pat-0001213	HG04115_pat-0001213	UNPLACED	pat_unused_utig4-827	utig4-827+	HG04115	846	match	1477
HG04115	pat-0001217	HG04115_pat-0001217	UNPLACED	pat_unused_utig4-889	utig4-889+	HG04115	847	match	1
HG04115	pat-0001218	HG04115_pat-0001218	UNPLACED	pat_unused_utig4-891	utig4-891+	HG04115	848	match	1875
HG04115	pat-0001219	HG04115_pat-0001219	UNPLACED	pat_unused_utig4-892	utig4-892+	HG04115	849	match	2602
HG04115	pat-0001220	HG04115_pat-0001220	UNPLACED	pat_unused_utig4-893	utig4-893+	HG04115	850	match	83
HG04115	pat-0001221	HG04115_pat-0001221	UNPLACED	pat_unused_utig4-894	utig4-894+	HG04115	851	match	1913
HG04115	pat-0001222	HG04115_pat-0001222	UNPLACED	pat_unused_utig4-895	utig4-895+	HG04115	852	match	1482
HG04115	pat-0001223	HG04115_pat-0001223	UNPLACED	pat_unused_utig4-896	utig4-896+	HG04115	853	match	2056
HG04115	pat-0001224	HG04115_pat-0001224	UNPLACED	pat_unused_utig4-897	utig4-897+	HG04115	854	match	287
HG04157	haplotype1-0000023	HG04157_haplotype1-0000023	SCAFFOLD	haplotype1_from_utig4-2575	utig4-2575+	HG04157	855	match	1687
HG04157	haplotype1-0000029	HG04157_haplotype1-0000029	SCAFFOLD	haplotype1_from_utig4-727	utig4-1734-,[N66648N:scaffold],utig4-727-,[N5000N:ambig_path],utig4-726-,utig4-728+	HG04157	856	match	1539
HG04157	haplotype2-0000083	HG04157_haplotype2-0000083	UNPLACED	haplotype2_from_utig4-1476	utig4-1476+,utig4-1494+,utig4-1475-,utig4-1473+	HG04157	857	match	181
HG04157	haplotype2-0000084	HG04157_haplotype2-0000084	SCAFFOLD	haplotype2_from_utig4-1477	utig4-1477+,[N1000N:alt-utig4-1476],utig4-1493+,utig4-2580-	HG04157	858	match	1874
HG04157	haplotype2-0000114	HG04157_haplotype2-0000114	UNPLACED	haplotype2_unused_utig4-1679	utig4-1679+	HG04157	859	match	167
HG04157	haplotype2-0000143	HG04157_haplotype2-0000143	UNPLACED	haplotype2_unused_utig4-2411	utig4-2411+	HG04157	860	match	2921
HG04157	haplotype2-0000150	HG04157_haplotype2-0000150	UNPLACED	haplotype2_unused_utig4-2497	utig4-2497+	HG04157	861	match	367
HG04157	haplotype2-0000167	HG04157_haplotype2-0000167	UNPLACED	haplotype2_unused_utig4-729	utig4-729+	HG04157	862	match	775
HG04157	haplotype2-0000168	HG04157_haplotype2-0000168	UNPLACED	haplotype2_unused_utig4-730	utig4-730+	HG04157	863	match	189
HG04157	haplotype2-0000169	HG04157_haplotype2-0000169	UNPLACED	haplotype2_unused_utig4-731	utig4-731+	HG04157	864	match	1428
HG04157	unassigned-0000289	HG04157_unassigned-0000289	UNPLACED	na_unused_utig4-1474	utig4-1474+	HG04157	865	match	2449
